arm,fam,src,n,order,rep,round,investor,trustee,sent,sent_comm,received,received_comm,returned,returned_comm,ret_ratio,ret_ratio_seen,loss_seen,investor_payoff_comm
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,3,Agent_7,Agent_4,5.0,4.72,15.0,14.16,7.08,6.15,0.47200000000000003,0.41000000000000003,False,6.15
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,4,Agent_2,Agent_8,5.0,4.04,15.0,12.120000000000001,6.06,5.9,0.40399999999999997,0.39333333333333337,False,5.9
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,4,Agent_6,Agent_1,5.0,5.0,15.0,15.0,7.5,7.07,0.5,0.4713333333333333,False,7.07
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,4,Agent_4,Agent_5,5.0,4.83,15.0,14.49,7.25,6.87,0.48333333333333334,0.458,False,6.87
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,4,Agent_3,Agent_7,5.0,4.03,15.0,12.09,6.05,5.3,0.4033333333333333,0.35333333333333333,False,5.3
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,5,Agent_7,Agent_8,5.0,4.71,15.0,14.129999999999999,7.06,6.85,0.4706666666666666,0.45666666666666667,False,6.85
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,5,Agent_5,Agent_4,5.0,4.22,15.0,12.66,6.33,5.65,0.422,0.3766666666666667,False,5.65
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,5,Agent_2,Agent_1,5.0,4.16,15.0,12.48,6.24,6.02,0.41600000000000004,0.4013333333333333,False,6.02
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,5,Agent_3,Agent_6,5.0,4.14,15.0,12.419999999999998,6.21,5.93,0.414,0.3953333333333333,False,5.93
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,6,Agent_8,Agent_5,5.0,4.26,15.0,12.78,6.39,5.62,0.426,0.37466666666666665,False,5.62
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,6,Agent_4,Agent_2,5.0,4.95,15.0,14.850000000000001,7.425,6.61,0.495,0.4406666666666667,False,6.61
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,6,Agent_1,Agent_3,5.0,4.91,15.0,14.73,7.37,6.57,0.49133333333333334,0.438,False,6.57
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,6,Agent_6,Agent_7,5.0,4.64,15.0,13.919999999999998,6.96,6.53,0.464,0.43533333333333335,False,6.53
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,7,Agent_1,Agent_4,5.0,4.1,15.0,12.299999999999999,6.15,5.24,0.41000000000000003,0.34933333333333333,False,5.24
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,7,Agent_8,Agent_7,5.0,4.41,15.0,13.23,6.61,5.98,0.4406666666666667,0.39866666666666667,False,5.98
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,7,Agent_6,Agent_5,5.0,4.67,15.0,14.01,7.01,6.28,0.4673333333333333,0.4186666666666667,False,6.28
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,7,Agent_3,Agent_2,5.0,4.27,15.0,12.809999999999999,6.405,6.24,0.427,0.41600000000000004,False,6.24
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,8,Agent_4,Agent_8,5.0,4.68,15.0,14.04,7.02,6.33,0.46799999999999997,0.422,False,6.33
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,8,Agent_2,Agent_1,5.0,4.47,15.0,13.41,6.705,5.96,0.447,0.3973333333333333,False,5.96
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,8,Agent_7,Agent_3,5.0,4.08,15.0,12.24,6.12,5.66,0.40800000000000003,0.37733333333333335,False,5.66
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,8,Agent_5,Agent_6,5.0,4.12,15.0,12.36,6.18,5.24,0.412,0.34933333333333333,False,5.24
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,9,Agent_4,Agent_8,5.0,4.59,15.0,13.77,6.89,6.23,0.4593333333333333,0.4153333333333334,False,6.23
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,9,Agent_6,Agent_3,5.0,4.71,15.0,14.129999999999999,7.065,6.41,0.47100000000000003,0.42733333333333334,False,6.41
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,9,Agent_7,Agent_5,5.0,4.76,15.0,14.28,7.14,7.02,0.476,0.46799999999999997,False,7.02
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,9,Agent_1,Agent_2,5.0,4.81,15.0,14.43,7.215,6.54,0.481,0.436,False,6.54
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,10,Agent_5,Agent_7,5.0,4.06,15.0,12.18,6.09,6.03,0.40599999999999997,0.402,False,6.03
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,10,Agent_3,Agent_4,5.0,4.11,15.0,12.330000000000002,6.165,6.06,0.411,0.40399999999999997,False,6.06
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,10,Agent_8,Agent_1,5.0,4.01,15.0,12.03,6.015,5.52,0.40099999999999997,0.368,False,5.52
Gemini 3.1 Pro,gemini,frontier,8,game_myth,1,10,Agent_2,Agent_6,5.0,4.49,15.0,13.47,6.735,6.51,0.449,0.434,False,6.51
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,1,Agent_4,Agent_6,5.0,4.88,15.0,14.64,7.32,6.55,0.48800000000000004,0.43666666666666665,False,6.55
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,1,Agent_7,Agent_5,5.0,4.52,15.0,13.559999999999999,6.78,6.5,0.452,0.43333333333333335,False,6.5
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,1,Agent_1,Agent_8,5.0,4.18,15.0,12.54,5.86,4.88,0.39066666666666666,0.3253333333333333,True,4.88
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,1,Agent_2,Agent_3,5.0,4.07,15.0,12.21,5.64,5.17,0.376,0.3446666666666667,False,5.17
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,2,Agent_6,Agent_1,5.0,4.68,15.0,14.04,7.02,7.02,0.46799999999999997,0.46799999999999997,False,7.02
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,2,Agent_5,Agent_4,5.0,4.6,15.0,13.799999999999999,6.9,6.73,0.46,0.4486666666666667,False,6.73
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,2,Agent_8,Agent_7,5.0,4.69,15.0,14.07,7.0,6.73,0.4666666666666667,0.4486666666666667,False,6.73
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,2,Agent_3,Agent_2,5.0,4.86,15.0,14.580000000000002,7.29,7.12,0.486,0.4746666666666667,False,7.12
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,3,Agent_3,Agent_1,5.0,4.15,15.0,12.450000000000001,6.23,6.11,0.4153333333333334,0.4073333333333334,False,6.11
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,3,Agent_6,Agent_2,5.0,4.54,15.0,13.620000000000001,6.81,6.12,0.45399999999999996,0.40800000000000003,False,6.12
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,3,Agent_7,Agent_4,5.0,4.38,15.0,13.14,6.57,6.1,0.438,0.4066666666666666,False,6.1
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,3,Agent_5,Agent_8,5.0,4.83,15.0,14.49,7.25,6.66,0.48333333333333334,0.444,False,6.66
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,4,Agent_8,Agent_3,5.0,4.04,15.0,12.120000000000001,6.06,6.02,0.40399999999999997,0.4013333333333333,False,6.02
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,4,Agent_4,Agent_6,5.0,4.28,15.0,12.84,6.42,6.36,0.428,0.42400000000000004,False,6.36
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,4,Agent_1,Agent_7,5.0,4.74,15.0,14.22,7.11,6.89,0.47400000000000003,0.4593333333333333,False,6.89
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,4,Agent_2,Agent_5,5.0,4.21,15.0,12.629999999999999,6.31,6.22,0.42066666666666663,0.41466666666666663,False,6.22
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,5,Agent_8,Agent_1,5.0,4.12,15.0,12.36,6.18,6.08,0.412,0.4053333333333333,False,6.08
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,5,Agent_6,Agent_5,5.0,4.08,15.0,12.24,6.12,5.62,0.40800000000000003,0.37466666666666665,False,5.62
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,5,Agent_3,Agent_4,5.0,4.72,15.0,14.16,7.08,6.39,0.47200000000000003,0.426,False,6.39
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,5,Agent_2,Agent_7,5.0,4.6,15.0,13.799999999999999,6.9,6.49,0.46,0.4326666666666667,False,6.49
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,6,Agent_5,Agent_3,5.0,4.17,15.0,12.51,6.26,5.45,0.41733333333333333,0.36333333333333334,False,5.45
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,6,Agent_1,Agent_2,5.0,4.78,15.0,14.34,7.17,6.54,0.478,0.436,False,6.54
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,6,Agent_4,Agent_8,5.0,4.94,15.0,14.82,7.41,6.77,0.494,0.4513333333333333,False,6.77
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,6,Agent_7,Agent_6,5.0,4.42,15.0,13.26,6.63,6.52,0.442,0.43466666666666665,False,6.52
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,7,Agent_3,Agent_7,5.0,4.49,15.0,13.47,6.74,5.77,0.44933333333333336,0.38466666666666666,False,5.77
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,7,Agent_5,Agent_2,5.0,4.59,15.0,13.77,6.89,5.97,0.4593333333333333,0.39799999999999996,False,5.97
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,7,Agent_6,Agent_8,5.0,4.67,15.0,14.01,7.01,6.52,0.4673333333333333,0.43466666666666665,False,6.52
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,7,Agent_1,Agent_4,5.0,4.37,15.0,13.11,6.55,6.22,0.43666666666666665,0.41466666666666663,False,6.22
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,8,Agent_7,Agent_3,5.0,4.49,15.0,13.47,6.74,6.05,0.44933333333333336,0.4033333333333333,False,6.05
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,8,Agent_4,Agent_6,5.0,4.61,15.0,13.830000000000002,6.91,6.84,0.46066666666666667,0.456,False,6.84
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,8,Agent_2,Agent_1,5.0,4.97,15.0,14.91,7.46,7.46,0.49733333333333335,0.49733333333333335,False,7.46
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,8,Agent_8,Agent_5,5.0,4.46,15.0,13.379999999999999,6.69,6.33,0.446,0.422,False,6.33
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,9,Agent_7,Agent_2,5.0,4.37,15.0,13.11,6.56,6.38,0.4373333333333333,0.42533333333333334,False,6.38
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,9,Agent_6,Agent_8,5.0,4.9,15.0,14.700000000000001,7.35,7.23,0.49,0.48200000000000004,False,7.23
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,9,Agent_3,Agent_1,5.0,4.28,15.0,12.84,6.42,5.85,0.428,0.38999999999999996,False,5.85
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,9,Agent_5,Agent_4,5.0,4.85,15.0,14.549999999999999,7.28,6.78,0.48533333333333334,0.452,False,6.78
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,10,Agent_2,Agent_6,5.0,4.42,15.0,13.26,6.63,6.11,0.442,0.4073333333333334,False,6.11
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,10,Agent_4,Agent_3,5.0,4.42,15.0,13.26,6.63,6.28,0.442,0.4186666666666667,False,6.28
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,10,Agent_8,Agent_7,5.0,4.9,15.0,14.700000000000001,7.35,6.87,0.49,0.458,False,6.87
Gemini 3.1 Pro,gemini,frontier,8,game_myth,2,10,Agent_1,Agent_5,5.0,4.16,15.0,12.48,6.24,5.46,0.41600000000000004,0.364,False,5.46
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,1,Agent_6,Agent_8,5.0,4.01,15.0,12.03,6.01,5.88,0.40066666666666667,0.392,False,5.88
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,1,Agent_2,Agent_4,5.0,4.0,15.0,12.0,6.0,5.02,0.4,0.3346666666666666,False,5.02
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,1,Agent_5,Agent_1,5.0,4.41,15.0,13.23,6.61,6.06,0.4406666666666667,0.40399999999999997,False,6.06
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,1,Agent_3,Agent_7,5.0,4.03,15.0,12.09,6.04,5.34,0.4026666666666667,0.356,False,5.34
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,2,Agent_4,Agent_3,5.0,4.68,15.0,14.04,7.02,6.84,0.46799999999999997,0.456,False,6.84
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,2,Agent_1,Agent_6,5.0,4.9,15.0,14.700000000000001,7.35,6.96,0.49,0.464,False,6.96
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,2,Agent_8,Agent_5,5.0,4.8,15.0,14.399999999999999,7.2,6.68,0.48000000000000004,0.4453333333333333,False,6.68
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,2,Agent_7,Agent_2,5.0,4.44,15.0,13.32,6.66,6.01,0.444,0.40066666666666667,False,6.01
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,3,Agent_3,Agent_5,5.0,4.53,15.0,13.59,6.795,6.02,0.453,0.4013333333333333,False,6.02
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,3,Agent_6,Agent_2,5.0,4.73,15.0,14.190000000000001,7.095,6.51,0.473,0.434,False,6.51
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,3,Agent_8,Agent_7,5.0,4.87,15.0,14.61,7.31,6.67,0.4873333333333333,0.44466666666666665,False,6.67
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,3,Agent_1,Agent_4,5.0,4.65,15.0,13.950000000000001,7.0,6.14,0.4666666666666667,0.4093333333333333,False,6.14
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,4,Agent_7,Agent_1,5.0,4.18,15.0,12.54,6.27,6.17,0.418,0.41133333333333333,False,6.17
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,4,Agent_2,Agent_8,5.0,4.36,15.0,13.080000000000002,6.54,5.69,0.436,0.37933333333333336,False,5.69
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,4,Agent_4,Agent_6,5.0,4.18,15.0,12.54,6.27,5.72,0.418,0.3813333333333333,False,5.72
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,4,Agent_5,Agent_3,5.0,4.64,15.0,13.919999999999998,6.96,6.83,0.464,0.4553333333333333,False,6.83
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,5,Agent_2,Agent_4,5.0,4.38,15.0,13.14,6.57,5.61,0.438,0.374,False,5.61
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,5,Agent_5,Agent_7,5.0,4.97,15.0,14.91,7.455,6.75,0.497,0.45,False,6.75
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,5,Agent_8,Agent_6,5.0,4.52,15.0,13.559999999999999,6.78,6.63,0.452,0.442,False,6.63
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,5,Agent_3,Agent_1,5.0,4.07,15.0,12.21,6.11,5.77,0.4073333333333334,0.38466666666666666,False,5.77
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,6,Agent_7,Agent_5,5.0,4.93,15.0,14.79,7.395,6.77,0.493,0.4513333333333333,False,6.77
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,6,Agent_4,Agent_8,5.0,4.75,15.0,14.25,7.125,7.02,0.475,0.46799999999999997,False,7.02
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,6,Agent_6,Agent_3,5.0,4.45,15.0,13.350000000000001,6.675,6.07,0.445,0.4046666666666667,False,6.07
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,6,Agent_1,Agent_2,5.0,4.1,15.0,12.299999999999999,6.15,5.68,0.41000000000000003,0.37866666666666665,False,5.68
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,7,Agent_8,Agent_1,5.0,4.53,15.0,13.59,6.795,6.31,0.453,0.42066666666666663,False,6.31
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,7,Agent_4,Agent_5,5.0,4.05,15.0,12.149999999999999,6.075,5.91,0.405,0.394,False,5.91
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,7,Agent_7,Agent_6,5.0,4.03,15.0,12.09,6.045,5.46,0.40299999999999997,0.364,False,5.46
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,7,Agent_3,Agent_2,5.0,4.62,15.0,13.86,6.93,6.9,0.46199999999999997,0.46,False,6.9
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,8,Agent_5,Agent_4,5.0,4.67,15.0,14.01,7.005,6.07,0.46699999999999997,0.4046666666666667,False,6.07
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,8,Agent_2,Agent_7,5.0,4.36,15.0,13.080000000000002,6.54,5.68,0.436,0.37866666666666665,False,5.68
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,8,Agent_6,Agent_3,5.0,4.13,15.0,12.39,6.195,5.23,0.41300000000000003,0.3486666666666667,False,5.23
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,8,Agent_1,Agent_8,5.0,4.06,15.0,12.18,6.09,5.61,0.40599999999999997,0.374,False,5.61
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,9,Agent_2,Agent_7,5.0,4.67,15.0,14.01,7.005,7.0,0.46699999999999997,0.4666666666666667,False,7.0
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,9,Agent_5,Agent_6,5.0,4.57,15.0,13.71,6.855,5.91,0.457,0.394,False,5.91
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,9,Agent_1,Agent_4,5.0,4.06,15.0,12.18,6.09,6.07,0.40599999999999997,0.4046666666666667,False,6.07
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,9,Agent_8,Agent_3,5.0,4.38,15.0,13.14,6.57,5.66,0.438,0.37733333333333335,False,5.66
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,10,Agent_4,Agent_8,5.0,4.64,15.0,13.919999999999998,6.96,6.46,0.464,0.43066666666666664,False,6.46
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,10,Agent_7,Agent_1,5.0,4.06,15.0,12.18,6.09,5.21,0.40599999999999997,0.3473333333333333,False,5.21
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,10,Agent_6,Agent_5,5.0,4.29,15.0,12.870000000000001,6.435,5.85,0.429,0.38999999999999996,False,5.85
Gemini 3.1 Pro,gemini,frontier,8,game_myth,3,10,Agent_3,Agent_2,5.0,4.93,15.0,14.79,7.395,7.01,0.493,0.4673333333333333,False,7.01
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,1,Agent_8,Agent_2,5.0,4.42,15.0,13.26,6.34,5.52,0.42266666666666663,0.368,False,5.52
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,1,Agent_5,Agent_1,5.0,4.87,15.0,14.61,7.24,6.88,0.4826666666666667,0.45866666666666667,False,6.88
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,1,Agent_7,Agent_4,5.0,4.87,15.0,14.61,7.3,6.33,0.48666666666666664,0.422,False,6.33
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,1,Agent_6,Agent_3,5.0,4.58,15.0,13.74,6.66,5.9,0.444,0.39333333333333337,False,5.9
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,2,Agent_1,Agent_8,5.0,4.54,15.0,13.620000000000001,6.81,6.65,0.45399999999999996,0.44333333333333336,False,6.65
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,2,Agent_2,Agent_6,5.0,4.22,15.0,12.66,5.94,5.44,0.396,0.3626666666666667,False,5.44
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,2,Agent_3,Agent_7,5.0,4.31,15.0,12.93,6.46,5.7,0.43066666666666664,0.38,False,5.7
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,2,Agent_4,Agent_5,5.0,4.09,15.0,12.27,6.14,5.46,0.4093333333333333,0.364,False,5.46
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,3,Agent_4,Agent_3,5.0,4.14,15.0,12.419999999999998,6.21,5.3,0.414,0.35333333333333333,False,5.3
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,3,Agent_7,Agent_8,5.0,4.22,15.0,12.66,6.33,6.04,0.422,0.4026666666666667,False,6.04
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,3,Agent_5,Agent_2,5.0,4.98,15.0,14.940000000000001,7.47,6.99,0.498,0.466,False,6.99
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,3,Agent_1,Agent_6,5.0,4.57,15.0,13.71,6.86,6.69,0.45733333333333337,0.446,False,6.69
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,4,Agent_2,Agent_1,5.0,4.76,15.0,14.28,7.14,6.9,0.476,0.46,False,6.9
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,4,Agent_3,Agent_7,5.0,4.22,15.0,12.66,6.33,5.54,0.422,0.36933333333333335,False,5.54
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,4,Agent_6,Agent_4,5.0,4.72,15.0,14.16,7.08,6.84,0.47200000000000003,0.456,False,6.84
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,4,Agent_8,Agent_5,5.0,4.1,15.0,12.299999999999999,6.15,5.48,0.41000000000000003,0.36533333333333334,False,5.48
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,5,Agent_2,Agent_3,5.0,4.45,15.0,13.350000000000001,6.68,6.64,0.4453333333333333,0.44266666666666665,False,6.64
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,5,Agent_7,Agent_8,5.0,4.38,15.0,13.14,6.57,5.76,0.438,0.384,False,5.76
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,5,Agent_6,Agent_5,5.0,4.03,15.0,12.09,6.05,5.5,0.4033333333333333,0.36666666666666664,False,5.5
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,5,Agent_1,Agent_4,5.0,4.86,15.0,14.580000000000002,7.29,6.32,0.486,0.42133333333333334,False,6.32
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,6,Agent_5,Agent_7,5.0,4.99,15.0,14.97,7.49,6.63,0.49933333333333335,0.442,False,6.63
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,6,Agent_4,Agent_2,5.0,4.3,15.0,12.899999999999999,6.45,5.94,0.43,0.396,False,5.94
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,6,Agent_3,Agent_1,5.0,4.67,15.0,14.01,7.01,6.16,0.4673333333333333,0.4106666666666667,False,6.16
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,6,Agent_8,Agent_6,5.0,4.52,15.0,13.559999999999999,6.78,6.16,0.452,0.4106666666666667,False,6.16
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,7,Agent_2,Agent_5,5.0,4.59,15.0,13.77,6.89,6.88,0.4593333333333333,0.45866666666666667,False,6.88
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,7,Agent_8,Agent_6,5.0,4.26,15.0,12.78,6.39,5.87,0.426,0.39133333333333337,False,5.87
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,7,Agent_1,Agent_7,5.0,4.03,15.0,12.09,6.05,5.06,0.4033333333333333,0.3373333333333333,False,5.06
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,7,Agent_4,Agent_3,5.0,4.8,15.0,14.399999999999999,7.2,6.79,0.48000000000000004,0.45266666666666666,False,6.79
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,8,Agent_5,Agent_1,5.0,4.7,15.0,14.100000000000001,7.05,6.72,0.47,0.448,False,6.72
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,8,Agent_7,Agent_2,5.0,4.59,15.0,13.77,6.89,6.7,0.4593333333333333,0.44666666666666666,False,6.7
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,8,Agent_6,Agent_4,5.0,4.84,15.0,14.52,7.26,6.64,0.484,0.44266666666666665,False,6.64
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,8,Agent_3,Agent_8,5.0,4.52,15.0,13.559999999999999,6.78,6.78,0.452,0.452,False,6.78
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,9,Agent_7,Agent_6,5.0,4.18,15.0,12.54,6.27,5.65,0.418,0.3766666666666667,False,5.65
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,9,Agent_5,Agent_4,5.0,4.65,15.0,13.950000000000001,6.98,6.79,0.4653333333333334,0.45266666666666666,False,6.79
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,9,Agent_1,Agent_3,5.0,4.67,15.0,14.01,7.01,6.37,0.4673333333333333,0.4246666666666667,False,6.37
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,9,Agent_8,Agent_2,5.0,4.51,15.0,13.53,6.765,6.7,0.45099999999999996,0.44666666666666666,False,6.7
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,10,Agent_4,Agent_8,5.0,4.31,15.0,12.93,6.46,6.15,0.43066666666666664,0.41000000000000003,False,6.15
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,10,Agent_6,Agent_7,5.0,4.44,15.0,13.32,6.66,6.47,0.444,0.4313333333333333,False,6.47
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,10,Agent_3,Agent_5,5.0,4.76,15.0,14.28,7.14,6.34,0.476,0.42266666666666663,False,6.34
Gemini 3.1 Pro,gemini,frontier,8,game_myth,4,10,Agent_2,Agent_1,5.0,4.79,15.0,14.370000000000001,7.185,6.89,0.479,0.4593333333333333,False,6.89
Opus 5,claude,frontier,8,game_myth,0,1,Agent_4,Agent_5,3.0,2.62,9.0,7.86,3.0,2.09,0.3333333333333333,0.23222222222222222,True,4.09
Opus 5,claude,frontier,8,game_myth,0,1,Agent_6,Agent_7,3.0,2.11,9.0,6.33,3.17,2.95,0.3522222222222222,0.3277777777777778,True,4.95
Opus 5,claude,frontier,8,game_myth,0,1,Agent_1,Agent_8,3.0,2.54,9.0,7.62,3.2,2.49,0.35555555555555557,0.27666666666666667,True,4.49
Opus 5,claude,frontier,8,game_myth,0,1,Agent_2,Agent_3,4.0,3.05,12.0,9.149999999999999,4.6,4.29,0.3833333333333333,0.3575,False,5.29
Opus 5,claude,frontier,8,game_myth,0,2,Agent_3,Agent_1,4.0,3.07,12.0,9.209999999999999,5.0,4.81,0.4166666666666667,0.4008333333333333,False,5.81
Opus 5,claude,frontier,8,game_myth,0,2,Agent_7,Agent_4,4.0,3.95,12.0,11.850000000000001,6.5,6.49,0.5416666666666666,0.5408333333333334,False,7.49
